,Synset,Tipo,Info
591,00035758-v,lemma,limpar
592,00036254-a,lemma,aberto
593,00036291-r,lemma,fracamente
594,00036291-r,lemma,lestamente
595,00036291-r,lemma,levemente
596,00036291-r,lemma,levianamente
597,00036291-r,lemma,ligeiramente
598,00036291-r,lemma,meio
599,00036362-v,lemma,lavar-se
600,00036362-v,lemma,limpar
601,00036609-r,lemma,amplamente
602,00036609-r,lemma,extensivamente
603,00036609-r,lemma,largamente
604,00036762-n,lemma,façanha
605,00036762-n,lemma,feito
606,00036762-n,lemma,proeza
607,00036762-n,lemma,realização
608,00036762-r,lemma,intrinsecamente
609,00036780-v,lemma,esfregar
610,00036932-v,lemma,ensaboar
611,00036935-r,lemma,definitivamente
612,00036935-r,lemma,impreterivelmente
613,00036935-r,lemma,infalivelmente
614,00036935-r,lemma,sem falta
615,00036998-a,lemma,lento
616,00037006-n,lemma,obra-prima
617,00037138-v,lemma,bochechar
618,00037138-v,lemma,enxaguar
619,00037138-v,lemma,gargarejar
620,00037226-r,lemma,genuìna
621,00037226-r,lemma,sinceramente
622,00037298-v,lemma,barbear
623,00037298-v,lemma,barbear-se
624,00037298-v,lemma,raspar
625,00037396-n,lemma,atividade
626,00037396-n,lemma,ato
627,00037396-n,lemma,ação
628,00037470-r,lemma,de fato
629,00037470-r,lemma,realmente
630,00037514-v,lemma,depilar
631,00037653-a,lemma,progressivo
632,00037919-v,lemma,banhar-se
633,00037919-v,lemma,tomar banho
634,00038013-r,lemma,verdadeiramente
635,00038199-v,lemma,duchar
636,00038260-a,lemma,indolente
637,00038262-n,lemma,caminho
638,00038262-n,lemma,conduta
639,00038262-n,lemma,corrente
640,00038262-n,lemma,curso
641,00038365-v,lemma,pentear
642,00038625-r,lemma,claro
643,00038625-r,lemma,compreensivelmente
644,00038625-r,lemma,de acordo
645,00038625-r,lemma,decerto
646,00038625-r,lemma,naturalmente
647,00038750-a,lemma,agencioso
648,00038750-a,lemma,ativo
649,00039021-n,lemma,interação
650,00039122-a,lemma,activista
651,00039122-a,lemma,ativista
652,00039211-n,lemma,interacção
653,00039211-n,lemma,interação
654,00039297-n,lemma,contato
655,00039297-n,lemma,ligação
656,00039318-r,lemma,abertamente
657,00039318-r,lemma,claramente
658,00039318-r,lemma,de forma evidente
659,00039318-r,lemma,evidentemente
660,00039318-r,lemma,obviamente
661,00039740-n,lemma,contato visual
662,00039916-n,lemma,busque
663,00039941-r,lemma,aparentemente
664,00040152-n,lemma,intercâmbio
665,00040353-v,lemma,cuidar-se
666,00040365-r,lemma,de novo
667,00040365-r,lemma,novamente
668,00040365-r,lemma,outra vez
669,00040365-r,lemma,uma vez mais
670,00040420-n,lemma,intercambio
671,00040420-n,lemma,reciprocidade
672,00040547-r,lemma,Casualmente
673,00040547-r,lemma,acidentalmente
674,00040547-r,lemma,por acaso
675,00040547-r,lemma,à toa
676,00040719-r,lemma,da cartola
677,00040719-r,lemma,de repente
678,00040719-r,lemma,do nada
679,00040719-r,lemma,inesperada
680,00040719-r,lemma,inesperadamente
681,00040719-r,lemma,inopinadamente
682,00040719-r,lemma,repentinamente
683,00040719-r,lemma,sem mais nem menos
684,00040766-v,lemma,limpar
685,00040928-v,lemma,maquiar
686,00040928-v,lemma,maquilar
687,00041051-a,lemma,apagado
688,00041051-a,lemma,extincto
689,00041051-a,lemma,extinto
690,00041051-a,lemma,liquidado
691,00041051-a,lemma,revogado
692,00041206-v,lemma,enfatizar
693,00041206-v,lemma,realçar
694,00041468-n,lemma,luta de espadas
695,00041554-v,lemma,pintar
696,00041740-n,lemma,boliche
697,00041758-r,lemma,concretamente
698,00041758-r,lemma,especificamente
699,00041899-n,lemma,aquisição
700,00041954-r,lemma,em geral
701,00041954-r,lemma,generalmente
702,00042173-v,lemma,empoar
703,00042254-r,lemma,afortunadamente
704,00042254-r,lemma,felizmente
705,00042254-r,lemma,por sorte
706,00042311-n,lemma,causalidade
707,00042614-r,lemma,descontentemente
708,00042614-r,lemma,tristemente
709,00042757-n,lemma,partida
710,00042769-r,lemma,desgraçadamente
711,00042769-r,lemma,infelizmente
712,00042769-r,lemma,lamentavelmente
713,00042792-v,lemma,barbear
714,00043003-r,lemma,assim sendo
715,00043003-r,lemma,assim
716,00043003-r,lemma,consequentemente
717,00043003-r,lemma,daqui
718,00043003-r,lemma,de tal modo
719,00043003-r,lemma,dessa forma
720,00043003-r,lemma,desse jeito
721,00043003-r,lemma,em vista disso
722,00043003-r,lemma,por este motivo
723,00043003-r,lemma,por isto
724,00043003-r,lemma,portanto
725,00043078-v,lemma,ataviar
726,00043078-v,lemma,vestir
727,00043195-n,lemma,descoberta
728,00043195-n,lemma,descobrimento
729,00043480-v,lemma,perfumar
730,00043521-r,lemma,daqui
731,00043608-r,lemma,daí
732,00043608-r,lemma,desde aí
733,00043608-r,lemma,por isso
734,00043609-n,lemma,eliminação
735,00043765-a,lemma,efectivo
736,00043765-a,lemma,efetivo
737,00043765-a,lemma,real
738,00043765-a,lemma,verdadeiro
739,00043902-n,lemma,batida
740,00043902-n,lemma,jogada
741,00043902-n,lemma,rebatida
742,00044149-v,lemma,roupa formal
743,00044149-v,lemma,vestir
744,00044150-n,lemma,execução
745,00044150-n,lemma,implementação
746,00044150-n,lemma,realização
747,00044353-a,lemma,possível
748,00044353-a,lemma,potencial
749,00044394-r,lemma,cara a cara
750,00044455-n,lemma,emergência
751,00044608-a,lemma,latente
752,00044673-n,lemma,equalizador
753,00044673-n,lemma,equalização
754,00044760-a,lemma,pontiagudo
755,00044797-v,lemma,vestir
756,00044900-n,lemma,exumação
757,00044987-a,lemma,subagudo
758,00045114-n,lemma,mitzvá
759,00045123-a,lemma,crónico
760,00045123-a,lemma,crônico
761,00045250-n,lemma,impulsão
762,00045250-n,lemma,propulsão
763,00045356-a,lemma,degenerativo
764,00045561-a,lemma,virulento
765,00045646-n,lemma,melhora
766,00045646-n,lemma,reabilitação
767,00045646-n,lemma,restabelecimento
768,00045704-r,lemma,para além
769,00045817-v,lemma,emagrecer
770,00045817-v,lemma,perder peso
771,00045817-v,lemma,perder peso
772,00045817-v,lemma,reduzir peso
773,00045888-a,lemma,mortal
774,00045907-n,lemma,recuperação
775,00046002-r,lemma,caso contrário
776,00046109-a,lemma,adaptável
777,00046151-v,lemma,engordar
778,00046151-v,lemma,ganhar peso
779,00046167-r,lemma,ademais
780,00046167-r,lemma,adicionalmente
781,00046167-r,lemma,de lambuja
782,00046177-n,lemma,escapatória
783,00046177-n,lemma,escape
784,00046177-n,lemma,fuga
785,00046299-r,lemma,demasiado
786,00046299-r,lemma,excessivo
787,00046299-r,lemma,extremamente
788,00046299-r,lemma,muito
789,00046344-n,lemma,façanha
790,00046344-n,lemma,proeza
791,00046471-a,lemma,adaptativo
792,00046522-n,lemma,contato
793,00046522-n,lemma,toque
794,00046534-v,lemma,arrumar-se
795,00046534-v,lemma,vestir-se
796,00046639-r,lemma,loucamente
797,00046792-a,lemma,disfuncional
798,00046863-r,lemma,extraordinariamente
799,00046863-r,lemma,extraordinària
800,00047018-n,lemma,façanha
801,00047029-a,lemma,viciado
802,00047243-a,lemma,alcoólico
803,00047317-v,lemma,experimentar
804,00047392-r,lemma,de forma excessiva
805,00047392-r,lemma,demais
806,00047392-r,lemma,excessivamente
807,00047392-r,lemma,medos
808,00047406-a,lemma,dependente
809,00047534-r,lemma,ainda
810,00047534-r,lemma,assim mesmo
811,00047534-r,lemma,idem
812,00047534-r,lemma,outrossim
813,00047534-r,lemma,também
814,00047641-r,lemma,a propósito
815,00047641-r,lemma,a tempo
816,00047745-n,lemma,expediente
817,00047745-v,lemma,vestir
818,00047786-a,lemma,viciante
819,00047903-r,lemma,afinal de contas
